educ,R1 - R400,r1,R401 - R800,r2,R801 - R1 600,r3,No income,r0,R1 601 - R3 200,r4,R3 201 - R6 400,r5,R6 401 - R12 800,r6,R12 801 - R25 600,r7,R25 601 - R51 200,r8,R51 201 - R102 400,r9,R102 401 - R204 800,r10,R204 801 or more,r11,Total,first,second,third,r_len,year,sex,color,state
No schooling,1860664,5.182752451,6298082,17.54287712,119654,0.333288042,7437418,20.71641971,1,2.79E-06,4583224,12.76625733,1860664,5.182752451,11271,0.0313946,33206764,92.49517243,1860664,5.182752451,3317246,9.239962098,134439,0.37447065,35901078,8,15,23,10, Total,Male,White,Free State
Some primary,208572,0.408978836,203103,0.398254936,3231526,6.336544412,11011824,21.59255777,3418712,6.703588465,409219,0.802417919,325716,0.638680889,11271,0.022100764,11271,0.022100764,108572,0.21289363,1,1.96E-06,11271,0.022100764,50998238,8,15,23,10, Total,Male,White,Free State
Complete primary,2231526,7.50779604,2291612,7.709950723,3317246,11.16061672,7693206,25.88319452,4523138,15.21774676,2490196,8.378071179,3987764,13.41652249,108572,0.365282068,108572,0.365282068,134439,0.452309582,1145806,3.854975362,1145806,3.854975362,29722784,8,15,23,10, Total,Male,White,Free State
Some secondary,17001104,2.991645693,26206426,4.611485317,71448564,12.57264168,94976232,16.71275203,1663226,0.292674105,15354704,2.701932421,158776378,27.93951895,63401014,11.15653257,14944414,2.62973462,7425182,1.306592428,108572,0.019105168,42852436,7.540645924,568286012,8,15,23,10, Total,Male,White,Free State
Grade 12/Std 10,13544408,1.187941502,1697339854,148.8688509,58758888,5.15357494,60640668,5.318620512,209023906,18.33289227,93132548,8.168390891,1,8.77E-08,80466692,7.057504686,30885684,2.708895496,16225252,1.423070704,4290774,0.376331583,1145806,0.100495385,1140157826,8,15,23,10, Total,Male,White,Free State
Higher,13989244,1.489782571,2068245,0.22025746,17294954,1.841823692,39862654,4.245167728,58866564,6.268986449,99802952,10.62850133,67564626,7.195285338,160717096,17.11554452,108361898,11.53998508,20707296,2.205220574,94665,0.010081336,11600526,1.235396384,939012462,8,15,23,10, Total,Male,White,Free State
No schooling,5655559,2.370425821,17003017,7.126508719,28707556,12.0322557,67663244,28.35983157,20538439,8.608317254,15795338,6.62033179,21976016,9.210851794,30751106,12.88877292,3760824,1.576281729,4241868,1.777902668,1,4.19E-07,1,4.19E-07,238588314,8,15,23,7, Total,Male,White,Gauteng
Some primary,7843804,4.836086035,37098011,22.87272514,25501152,15.72269846,56179263,34.63724351,21235568,13.0927588,5140236,3.169205086,68535,0.042255155,20072744,12.37582134,13611156,8.391938586,487888,0.300806642,3771152,2.325098322,243944,0.150403321,162193227,8,15,23,7, Total,Male,White,Gauteng
Complete primary,2633676,3.408501416,7857512,10.16918588,14352711,18.57526733,10377352,13.43036083,21632664,27.9969768,23265971,30.11080144,19888864,25.74015221,14859424,19.2310549,4929712,6.380029409,121972,0.157856067,2490272,3.222908072,121972,0.157856067,77267857,8,15,23,7, Total,Male,White,Gauteng
Some secondary,94764256,2.266040047,98137826,2.346710176,317554048,7.593476911,483510757,11.56189881,147280121,3.521820003,1080065534,25.82695055,1033280189,24.70820104,587259925,14.0427896,91439298,2.186532348,49827186,1.191487209,339863,0.008126937,16577807,0.396415021,4181932094,8,15,23,7, Total,Male,White,Gauteng
Grade 12/Std 10,120945512,1.092429679,148567741,1.341925028,169482309,1.530834021,799159531,7.218338039,1169969013,10.56764201,1039917004,9.392958697,1127058231,10.18005415,1270223307,11.47318008,988038873,8.92437405,13970878,0.126190724,57983327,0.523729291,12240046,0.110557137,11071240038,8,15,23,7, Total,Male,White,Gauteng
Higher,38111765,0.288790571,6596341,0.049983544,11720509,0.088811748,85216762,0.645727043,1.60E+14,1213351.603,841054609,6.373061981,120445329,0.912670282,2697482779,20.44008173,2393519721,18.13681225,1293864658,9.804214343,201241024,1.524896844,178320311,1.351215941,13197025409,8,15,23,7, Total,Male,White,Gauteng
No schooling,2933688,4.945812891,251511,0.424014533,647158,1.091023442,29197726,49.22353353,1948318,3.284608411,1,1.69E-06,10005254,16.86754495,2543627,4.288221245,4058737,6.842497831,120522,0.203184272,120522,0.203184272,1,1.69E-06,59316599,8,15,23,13, Total,Male,White,KwaZulu-Natal
Some primary,122558,0.151921089,10845573,13.44401235,8607188,10.66934331,519185,0.643574069,9497694,11.77320142,11145991,13.81640607,474069,0.587648941,874643,1.084194564,361566,0.448191881,151511,0.187810801,120522,0.149397294,120522,0.149397294,80672144,8,15,23,13, Total,Male,White,KwaZulu-Natal
Complete primary,1338407,63.84688848,4676814,223.1010611,122315,5.834870981,9633428,459.5496013,6159287,293.8204225,151511,7.227626515,122558,5.846462966,245116,11.69292593,15281,0.728959355,13132987,626.4913113,120522,5.74933835,363602,17.34513967,2096276,8,15,23,13, Total,Male,White,KwaZulu-Natal
Some secondary,9619599,1.727763254,33170639,5.957733913,8225634,1.477395073,146183217,26.25577124,156338922,28.07982377,265894241,47.75690745,325458942,58.45524338,160854802,28.89091491,55145627,9.904631988,88511,0.015897342,151511,0.027212687,5573847,1.001111172,556766037,8,15,23,13, Total,Male,White,KwaZulu-Natal
Grade 12/Std 10,23165322,1.162581391,35436767,1.778439595,53265427,2.67319376,193974338,9.7348509,437635573,21.96330244,596580302,29.94014749,266165513,13.35785759,516831996,25.93787649,179889648,9.02799267,6445011,0.323451142,2575915,0.129275598,419642097,21.06027677,1992576363,8,15,23,13, Total,Male,White,KwaZulu-Natal
Higher,3153538,6.491964821,17660387,36.35618506,62423186,128.5061818,235278385,484.3509095,74225949,152.8036921,271745583,559.4233414,99776774,205.4033618,185423239,381.7176595,220883362,454.7168975,229800044,473.0730378,33529755,69.02532645,33852941,69.69064652,48576018,8,15,23,13, Total,Male,White,KwaZulu-Natal
No schooling,159222,0.700165083,3788925,16.66147259,447426,1.967517445,5046738,22.19259733,1377517,6.057512813,6200333,27.26543236,6973365,30.66477425,5003628,22.00302481,109766,0.482686567,1807228,7.947130065,159222,0.700165083,1377517,6.057512813,22740637,8,15,23,7, Total,Male,White,Limpopo
Some primary,1377517,6.917222184,2755034,13.83444437,2154131,10.81700098,4204147,21.11118694,229824,1.154064648,3908838,19.62828838,282663,1.419396475,65221673,327.5116048,144102,0.723610345,2411408,12.10892128,4204147,21.11118694,529545,2.659118125,19914309,8,15,23,7, Total,Male,White,Limpopo
Complete primary,1377517,95.22761712,3411408,235.8303054,6939474,479.7251672,114501,7.915443067,4003628,276.7704168,5023335,347.2626632,159222,11.00700148,144102,9.961757337,123441,8.533464404,159222,11.00700148,0,0,0,0,1446552,8,15,23,7, Total,Male,White,Limpopo
Some secondary,5967716,1.847121187,1040448,0.322038372,53040213,16.41695101,53898397,16.68257522,41824336,12.94542454,6192924,1.916827331,19618834,6.07240089,58273496,18.03675126,788767,0.244138333,1090301,0.33746882,144102,0.0446023,2411408,0.746376471,323081996,8,15,23,7, Total,Male,White,Limpopo
Grade 12/Std 10,4846337,6.769372766,18398713,25.69935741,30242609,42.24293394,95757336,133.7540296,72388253,101.1120499,125873246,175.8199901,102520562,143.2009166,43791414,61.16793061,45125291,63.03109255,11161494,15.59039611,5003628,6.989077135,303324,0.423683542,71592113,8,15,23,7, Total,Male,White,Limpopo
Higher,444102,0.070048592,7794346,1.22940893,12565261,1.981929475,3157672,0.498062333,21141258,3.334628893,16871475,2.66115233,127604928,20.12723556,154041591,24.29711326,88277877,13.92414582,34184413,5.391937001,361930016,57.08753417,5223854,0.823963005,633991328,8,15,23,7, Total,Male,White,Limpopo
No schooling,1178791,2.839150743,6536373,15.74303524,1807228,4.352758647,13782994,33.19672245,6588266,15.86802097,2357582,5.678301485,4793247,11.54466804,109500568,263.7351481,492549,1.186317896,164183,0.395439299,1,2.41E-06,164183,0.395439299,41519141,8,15,23,10, Total,Male,White,Mpumalanga
Some primary,1137354,1.476712999,164183,0.213171247,5516131,7.162011433,7283072,9.456165006,2357582,3.0610276,328366,0.426342494,328366,0.426342494,164183,0.213171247,68423715,88.83970107,164183,0.213171247,164183,0.213171247,164183,0.213171247,77019299,8,15,23,10, Total,Male,White,Mpumalanga
Complete primary,1,2.76E-05,2820621,77.72678272,4462451,122.9700691,1178791,32.48349634,3494936,96.30862533,2357582,64.96699268,6980645,192.3629857,3767645,103.8235638,164183,4.524328638,164183,4.524328638,164183,4.524328638,164183,4.524328638,3628892,8,15,23,10, Total,Male,White,Mpumalanga
Some secondary,328366,0.047273261,40128571,5.777115813,29192817,4.202748329,9802228,1.411179241,10959111,1.577730078,120373768,17.32962777,161816551,23.29594432,129129615,18.59016462,23381261,3.366086787,328366,0.047273261,328366,0.047273261,164183,0.023636631,694612542,8,15,23,10, Total,Male,White,Mpumalanga
Grade 12/Std 10,12306562,0.767682235,15943488,0.994553352,3854589,0.240448916,518944531,32.37171333,245658126,15.32413188,218263933,13.61528458,366746946,22.87764162,306866792,19.14232298,113917036,7.106134495,30184639,1.882915075,21778556,1.358544371,8303888,0.517995789,1603080213,8,15,23,10, Total,Male,White,Mpumalanga
Higher,6435077,1.441080133,4557189,1.020543271,23555541,5.275060757,50414853,11.28997261,42745664,9.572523709,64329732,14.40609005,372525432,83.42386564,12693773,2.842661258,93805442,21.00692172,52956671,11.85919088,18424236,4.125949147,14958523,3.349832537,446545397,8,15,23,10, Total,Male,White,Mpumalanga
No schooling,2686616,12.6403196,1553606,7.309595557,134509,0.632854397,861111,4.05146037,134509,0.632854397,2553606,12.01451788,3690539,17.36369934,767022,3.608778933,390183,1.835780708,5797392,27.27627906,255674,1.202926311,5663952,26.64845423,21254336,8,15,23,10, Total,Male,White,North West
Some primary,1553606,0.843446921,134509,0.073024436,6452302,3.502930766,724692,0.393432592,5588876,3.034180001,113301,0.061510692,2898696,1.573691281,134509,0.073024436,134509,0.073024436,1553606,0.843446921,134509,0.073024436,255674,0.138804464,184197246,8,15,23,10, Total,Male,White,North West
Complete primary,1553606,18.92302393,2553606,31.10309013,3553606,43.28315633,2898696,35.30630918,4452302,54.22933311,1136933,13.84791921,355674,4.332132866,134509,1.638328525,9415989,114.6873694,1,1.22E-05,1553606,18.92302393,134509,1.638328525,8210136,8,15,23,10, Total,Male,White,North West
Some secondary,22215366,2.652204472,67280814,8.032389642,94043984,11.2275384,395767724,47.24913951,90359353,10.78764492,142783091,17.04630716,2898696,0.346063823,8073569,0.963871394,2898696,0.346063823,390183,0.046582401,6800526,0.811887838,1553606,0.185478861,837618903,8,15,23,10, Total,Male,White,North West
Grade 12/Std 10,15148749,1.619261702,46360577,4.955518559,21162093,2.262032774,9823369,1.050027643,96130158,10.27542824,151079252,16.14898014,184307272,19.70074934,134509,0.014377773,31084088,3.322602628,37139204,3.969838742,4243786,0.453621625,5107212,0.54591391,935534323,8,15,23,10, Total,Male,White,North West
Higher,10354132,1.739116741,4107212,0.689861897,20047086,3.367179679,9907738,1.664138821,30993228,5.205732519,15812115,2.655858927,220961099,37.11341002,229462581,38.54134909,51439952,8.640036814,36400175,6.113902518,12044312,2.023005369,269018,0.045185218,595367278,8,15,23,10, Total,Male,White,North West
No schooling,1332886,146.7223518,5175286,569.6887305,2818168,310.2202565,7,0.000770551,1,0.000110079,124163,13.66770104,1265862,139.3444373,1,0.000110079,1332886,146.7223518,132653,14.60226916,1265862,139.3444373,0,0,908441,8,15,23,13, Total,Male,White,Northern Cape
Some primary,1332886,12.32499302,2598748,24.03022535,256816,2.37473828,107174,0.991021589,124163,1.148116274,1265862,11.70523234,1576538,14.5780058,124163,1.148116274,13011192,120.3125027,265306,2.453244011,124163,1.148116274,232653,2.151306714,10814497,8,15,23,13, Total,Male,White,Northern Cape
Complete primary,3,3.95E-05,139961,1.843648744,132653,1.747383463,139961,1.843648744,124163,1.635548181,1576538,20.76708729,139961,1.843648744,139961,1.843648744,389469,5.130315107,132653,1.747383463,0,0,264124,3.479196925,7591522,8,15,23,13, Total,Male,White,Northern Cape
Some secondary,6615754,2.137996043,7522476,2.431019037,30474834,9.848472977,25289534,8.172753039,30389242,9.820812433,72739879,23.50715783,56697725,18.32285657,39643529,12.81149633,797872,0.257846223,2507492,0.810339679,1576538,0.509485692,256816,0.08299456,309437149,8,15,23,13, Total,Male,White,Northern Cape
Grade 12/Std 10,348326,0.550080577,1,1.58E-06,50241019,79.3412169,47870162,75.59713122,64719695,102.2061149,5352928141,8453.408014,6901125,10.89833897,72471668,114.4481231,39533422,62.4316519,7132666,11.26399128,5660568,8.939236552,3531724,5.577340696,63322723,8,15,23,13, Total,Male,White,Northern Cape
Higher,380979,0.140398367,28424,0.010474811,6108262,2.25101648,12558042,4.627889161,1869891,0.68909216,64867979,23.90514516,79120748,29.15757505,3840322218,1415.235398,45174268,16.64761953,6391612,2.355436612,248326,0.091513088,7543058,2.779767448,271355721,8,15,23,13, Total,Male,White,Northern Cape
No schooling,3516876,7.273505507,8812683,18.22614682,848246,1.754318876,11922788,24.65837982,45323,0.093735773,2227438,4.60672556,6008039,12.42565981,86668611,179.2456201,1113719,2.30336278,234466,0.484916085,1219064,2.52123439,6759631,13.98008156,48351871,8,15,23,12, Total,Male,White,Western Cape
Some primary,1429219,3.363384376,7199296,16.94211992,15265035,35.92324215,9204161,21.66017336,4409874,10.37776668,13325919,31.35991599,25323,0.059592674,7787438,18.32619585,4250159,10.001909,121178,0.285168467,9839501,23.15532045,242356,0.570336935,42493478,8,15,23,12, Total,Male,White,Western Cape
Complete primary,1357041,5.388411319,3113719,12.36366381,5409874,21.48102106,7292532,28.95650314,15216857,60.42167075,6276339,24.92149914,379845,1.508252954,242356,0.962324509,121178,0.481162254,121178,0.481162254,121178,0.481162254,121178,0.481162254,25184436,8,15,23,12, Total,Male,White,Western Cape
Some secondary,2225748978,24.1760915,68378997,0.742732853,113077365,1.228246648,249245071,2.707300644,326279665,3.544050615,488357548,5.304541024,400726745,4.352695002,161100708,1.749876332,62726677,0.681337337,19381158,0.210518191,7430509,0.080710209,7066184,0.07675291,9206405338,8,15,23,12, Total,Male,White,Western Cape
Grade 12/Std 10,1113719,0.02552914,77527887,1.777127156,122557925,2.809324813,309126783,7.085935421,270830627,6.208094667,640882904,14.69059014,689942858,15.81516324,271431337,6.221864397,355985281,8.160045816,126922338,2.909367742,125236145,2.87071611,35396002,0.811362192,4362540224,8,15,23,12, Total,Male,White,Western Cape
Higher,33630983,0.590380081,26209321,0.460095414,81147737,1.42451999,306598009,5.382220242,172764365,3.03281768,550999827,9.67260822,1219064,0.02140024,363534,0.006381712,888179015,15.59167031,41479177,0.728152367,82748004,1.452612114,83993656,1.474479097,5696496896,8,15,23,12, Total,Male,White,Western Cape
No schooling,1113278155,13.36851521,788068528,9.463318811,478843873,5.750073845,5758103733,69.14471196,147849821,1.775416658,43635189,0.523981976,11640669,0.139783988,12621445,0.151561385,2676194,0.032136389,1170042,0.014050149,119894,0.001439716,114297,0.001372506,8327612582,8,17,33,12, Total,Female,Black African,Eastern Cape
Some primary,870937648,93.99678674,271083797,29.25698058,256633267,27.69739318,7885039805,851.0005357,1068276,0.115294719,7078582,0.763962798,24325555,2.625359015,1139419,0.122972896,239788,0.025879351,119894,0.012939676,2264413,0.24438896,33123648,3.574901698,926561086,8,17,33,12, Total,Female,Black African,Eastern Cape
Complete primary,478727279,19.65129425,388465071,15.94611745,723803012,29.71141732,2855610654,117.2200702,129726816,5.325160995,48598595,1.994925571,71721,0.002944078,237634,0.009754647,668378,0.027436274,119894,0.004921533,2340084,0.096058197,15138763,0.621431657,2436110685,8,17,33,12, Total,Female,Black African,Eastern Cape
Some secondary,1133114299,12.63958919,2032882261,22.67626193,1918120313,21.39612287,4809999483,53.65426728,471305624,5.257289114,322283409,3.594985868,71331048,0.795678904,3829049,0.042712025,22407862,0.249953752,4858844,0.054199115,234127,0.002611625,114297,0.001274953,8964803224,8,17,33,12, Total,Female,Black African,Eastern Cape
Grade 12/Std 10,1288328065,6.662253932,3170042,0.016393049,22075153,0.11415592,1632609799,8.442617489,1336913343,6.913500077,841188714,4.349988927,400710673,2.072171157,128773236,0.66591734,1542351,0.007975868,2312372,0.011957831,11656105,0.060276519,114233,0.000590726,19337720809,8,17,33,12, Total,Female,Black African,Eastern Cape
Higher,139843123,2.263470722,36082828,0.584028896,326884872,5.290888256,19208681,0.310907581,77288669,1.250977779,1246250551,20.17154347,848707182,13.73699197,33603217,0.543894446,3477922098,56.29289931,27682837,0.448068448,22212696,0.359529922,18823332,0.304670405,6178260741,8,17,33,12, Total,Female,Black African,Eastern Cape
No schooling,76379629,2.049525809,2174095,0.05833838,114406078,3.06990506,204707136,5.492990264,80766842,2.167249689,18353444,0.492485466,5063134,0.135861144,208572,0.005596698,1860664,0.049927958,2156952,0.057878375,1078476,0.028939187,11271,0.000302439,3726697594,8,17,33,10, Total,Female,Black African,Free State
Some primary,1630117162,43.82789903,309959914,8.333690442,1046262248,28.13017201,3764564724,101.2154012,241761104,6.500073431,11684146,0.314144028,17488202,0.470193903,1860664,0.050026462,134439,0.003614574,217144,0.005838209,1078476,0.028996282,962215,0.025870448,3719359582,8,17,33,10, Total,Female,Black African,Free State
Complete primary,240615054,80.40589739,335681116,112.1739514,53133106,17.75539393,946102212,316.157265,85675148,28.62990925,25719822,8.594746398,8632876,2.884832559,110786,0.037021157,108572,0.036281309,4369772,1.460238806,108572,0.036281309,108572,0.036281309,299250505,8,17,33,10, Total,Female,Black African,Free State
Some secondary,1832198228,9.233433032,1336942122,6.737570948,975639892,4.916774544,17523535,0.088310525,515792618,2.599356622,223003028,1.123832287,7798965,0.039303182,22792876,0.11486557,108572,0.000547153,4343288,0.021888166,217144,0.001094305,221572,0.001116621,19843087848,8,17,33,10, Total,Female,Black African,Free State
